location,roadSize,bedrooms,bathrooms,landarea,price,builtOn
"Bhaisepati, Lalitpur",20 Feet,5,4,5.0 Anna,Rs. 4 Cr,2075 B.S
"Bhaisepati, Lalitpur",13 Feet,6,7,8.2 Anna,Rs. 15 Cr,2073 B.S
"Hattigaunda, Kathmandu",15 Feet,5,5,6.2 Anna,Rs. 3.65 Cr,2063 B.S
"Bhaisepati, Lalitpur",15 Feet,4,4,5.0 Anna,Rs. 3.99 Cr,2065 B.S
"Sundar basti, Kathmandu",20 Feet,6,5,4.2 Anna,Rs. 3.85 Cr,2075 B.S
"Sundar basti, Kathmandu",13 Feet,6,5,5.0 Anna,Rs. 3.85 Cr,2074 B.S
"Sitapaila, Kathmandu",20 Feet,4,3,10.2 Anna,Rs. 6.74 Cr,2075 B.S
"Budhanilkantha, Kathmandu",15 Feet,5,6,15.0 Anna,Rs. 11 Cr,2075 B.S
"Gothatar, Kathmandu",20 Feet,2,1,3.2 Anna,Rs. 1.4 Cr,2072 B.S
"Gongabu, Kathmandu",13 Feet,11,5,4.0 Anna,Rs. 3.15 Cr,2073 B.S
"Bhaisepati, Lalitpur",13 Feet,5,4,4.2 Anna,Rs. 4.75 Cr,2073 B.S
"Thaiba, Lalitpur",22 Feet,6,4,4.5 Anna,Rs. 3.7 Cr,2071 B.S
"Jarankhu, Kathmandu",12 Feet,5,3,4.0 Anna,Rs. 2.5 Cr,2073 B.S
"Dhapakhel, Lalitpur",26 Feet,4,3,4.2 Anna,Rs. 1.85 Cr,2070 B.S
"Sudal, Bhaktapur",10 Feet,10,3,3.3 Anna,Rs. 2.1 Cr,2074 B.S
"Khumaltar, Lalitpur",22 Feet,6,4,6.0 Anna,Rs. 3.5 Cr,2075 B.S
"Nakhipot, Lalitpur",14-20 Feet,4,4,4.0 Anna,Rs. 2.75 Cr,2073 B.S
"Aarubari, Kathmandu",12-26 Feet,10,3,3 Anna,Rs. 1.9 Cr,2060 B.S
"Baluwa, Kathmandu",13 Feet,5,4,3.2 Anna,Rs. 1.9 Cr,2065 B.S
"Deuba Chowk, Kathmandu",12 Feet,8,4,8.0 Anna,Rs. 5.25 Cr,2075 B.S
"Machhegaun , Kathmandu",13 Feet,5,4,8.0 Anna,Rs. 4.5 Cr,2075 B.S
"Imadol, Lalitpur",11 Feet,4,4,3.2 Anna,Rs. 2.65 Cr,2076 B.S
"Satdobato, Lalitpur",12 Feet,6,3,6.1 Anna,Rs. 4.5 Cr,2076 B.S
"Swoyambhu, Kathmandu",18 Feet,11,9,9.0 Anna,Rs. 11 Cr,2056 B.S
"Imadol, Lalitpur",20 Feet,6,1,3.2 Anna,Rs. 2.75 Cr,2073 B.S
"Sinamangal, Kathmandu",13 Feet,5,5,5.2 Anna,Rs. 4.5 Cr,2074 B.S
"Khumaltar, Lalitpur",18 Feet,7,4,5.2 Anna,Rs. 4.25 Cr,2060 B.S
"Radhe Radhe, Bhaktapur",16 Feet,6,3,8.0 Anna,Rs. 6.25 Cr,2065 B.S
"Dhapakhel, Lalitpur",13 Feet,4,3,8.2 Anna,Rs. 4.2 Cr,2075 B.S
"SuryaDarshan, Kathmandu",16 Feet,5,3,3.3 Anna,Rs. 3.25 Cr,2056 B.S
"Dhapakhel, Lalitpur",26 Feet,3,3,3.0 Anna,Rs. 2.9 Cr,2073 B.S
"Budhanilkantha, Kathmandu",20 Feet,4,4,4.0 Anna,Rs. 3.2 Cr,2070 B.S
"Bhaisepati, Lalitpur",18 Feet,3,3,5.0 Anna,Rs. 5.5 Cr,2060 B.S
"Sanepa, Lalitpur",16 Feet,4,4,9.2 Anna,Rs. 7.75 Cr,2075 B.S
"Balaju, Kathmandu",13 Feet,5,2,3.0 Anna,Rs. 2 Cr,2075 B.S
"Budhanilkantha, Kathmandu",25 Feet,6,5,4.0 Anna,Rs. 4.8 Cr,2074 B.S
"Jhamsikhel, Lalitpur",20 Feet,4,4,3.0 Anna,Rs. 4 Cr,2073 B.S
"Ekantakuna, Lalitpur",15 Meter,6,3,5.0 Anna,Rs. 3.6 Cr,2060 B.S
"Bhaisepati, Lalitpur",20 Feet,5,4,3.2 Anna,Rs. 3.65 Cr,2065 B.S
"Godawari, Lalitpur",16 Feet,4,4,0 sq. ft,Rs. 5.5 Cr,2076 B.S
"Grande Villa, Kathmandu",21 Feet,5,5,5.2 Anna,Rs. 5.35 Cr,2076 B.S
"Bhaisepati, Lalitpur",20 Feet,4,5,5.0 Anna,Rs. 5.5 Cr,2076 B.S
"Budhanilkantha, Kathmandu",20 Feet,6,6,3.2 Anna,Rs. 3.5 Cr,2071 B.S
"Pepsicola, Kathmandu",10 Feet,8,4,3.0 Anna,Rs. 2.6 Cr,2069 B.S
"Sanobharyang, Kathmandu",20 Feet,4,5,5.0 Anna,Rs. 4.5 Cr,2078 B.S
"Khusibu, Kathmandu",16 Feet,10,8,7.1 Anna,Rs. 10.5 Cr,2074 B.S
"Sukedhara, Kathmandu",12 Feet,4,3,7.0 Anna,Rs. 7 Cr,2075 B.S
"Khadpu, Kavrepalanchok",13 Feet,6,5,2.3 Anna,Rs. 1.35 Cr,2076 B.S
"Thulo bharyang, Kathmandu",13 Feet,5,4,3.0 Anna,Rs. 3.5 Cr,2076 B.S
"Imadol, Lalitpur",13 Feet,4,4,2.2 Anna,Rs. 2.05 Cr,2078 B.S
"Thankot, Kathmandu",13 Feet,4,2,4.0 Anna,Rs. 3 Cr,2079 B.S
"Lazimpat, Kathmandu",10 Feet,4,2,2.2 Anna,Rs. 2.25 Cr,2060 B.S
"Tokha, Kathmandu",11 Feet,5,3,3.0 Anna,Rs. 2.4 Cr,2075 B.S
"Bhaisepati, Lalitpur",16-20 Feet,3,4,4.2 Anna,Rs. 5.5 Cr,2076 B.S
"Maharajgunj, Kathmandu",16 Feet,5,4,12.1 Anna,Rs. 9 Cr,2071 B.S
"Khumaltar, Lalitpur",26 Feet,4,5,4.0 Anna,Rs. 4 Cr,2070 B.S
"Budhanilkantha, Kathmandu",20 Feet,6,5,5.0 Anna,Rs. 3.9 Cr,2060 B.S
"Bansbari, Kathmandu",13 Feet,4,3,9.2 Anna,Rs. 6.25 Cr,2076 B.S
"Bansbari, Kathmandu",13 Feet,3,3,10.0 Anna,Rs. 6.25 Cr,2076 B.S
"Putalisadak, Kathmandu",12-18 Feet,6,7,7.0 Anna,Rs. 8.5 Cr,2071 B.S
"Budhanilkantha, Kathmandu",20 Feet,6,5,8.0 Anna,Rs. 7 Cr,2070 B.S
"Golfutar, Kathmandu",20 Feet,5,5,3.2 Anna,Rs. 3.15 Cr,2074 B.S
"Rudreshwor, Kathmandu",15 Feet,5,5,6.0 Anna,Rs. 5.75 Cr,2060 B.S
"Bishalnagar, Kathmandu",16 Feet,5,3,8.0 Anna,Rs. 10 Cr,2074 B.S
"Budhanilkantha, Kathmandu",15 Feet,5,5,8.0 Anna,Rs. 6.75 Cr,2073 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,5.0 Anna,Rs. 3.35 Cr,2070 B.S
"Budhanilkantha, Kathmandu",12-18 Feet,5,5,17.0 Anna,Rs. 17.5 Cr,2074 B.S
"Deuwa Niwas, Kathmandu",14-20 Feet,4,4,4.0 Anna,Rs. 4.15 Cr,2069 B.S
"Harisiddhi, Lalitpur",10-16 Feet,3,3,3.1 Anna,Rs. 3 Cr,2073 B.S
"Nepaltar, Kathmandu",10 Feet,5,3,3.0 Anna,Rs. 2.1 Cr,2060 B.S
"Thankot, Kathmandu",13 Feet,6,5,4.0 Anna,Rs. 2.6 Cr,2065 B.S
"Hattiban, Lalitpur",15 Feet,4,5,4.0 Anna,Rs. 3.1 Cr,2076 B.S
"Ekatabasti, Kathmandu",12 Feet,4,5,2.2 Anna,Rs. 1.6 Cr,2076 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,5,4.0 Anna,Rs. 3.35 Cr,2076 B.S
"Sorhakhutte, Kathmandu",12 Feet,15,7,3.2 Anna,Rs. 4.5 Cr,2076 B.S
"Bhaisepati, Lalitpur",15 Feet,5,6,6.0 Anna,Rs. 1.4 Cr,2056 B.S
"Thado Dhunga, Lalitpur",15 Feet,3,3,10.0 Anna,Rs. 1.8 Cr,2071 B.S
"Imadol, Lalitpur",11 Feet,4,1,3.0 Anna,Rs. 1.45 Cr,2074 B.S
"Bhaisepati, Lalitpur",20 Feet,4,4,3.3 Anna,Rs. 4.4 Cr,2073 B.S
"Budhanilkantha, Kathmandu",24 Feet,4,5,7.3 Anna,Rs. 7.5 Cr,2074 B.S
"Budhanilkantha, Kathmandu",13 Feet,7,5,5.0 Anna,Rs. 3.95 Cr,2069 B.S
"New Road, Kathmandu",13 Feet,14,6,4.2 Anna,Rs. 4.5 Cr,2062 B.S
"Banepa, Kavrepalanchok",16 Feet,10,3,3.0 Anna,Rs. 2 Cr,2071 B.S
"Sitapaila, Kathmandu",12 Feet,6,3,4.2 Anna,Rs. 3 Cr,2060 B.S
"Dhobighat, Lalitpur",12-18 Feet,6,6,4800 sq. ft,Rs. 4 Cr,2071 B.S
"Kapan, Kathmandu",13 Feet,6,5,4.2 Anna,Rs. 3.38 Cr,2074 B.S
"Kapan, Kathmandu",12 Feet,5,4,3.0 Anna,Rs. 1.85 Cr,2075 B.S
"Manbhawan, Lalitpur",26 Feet,5,4,3.0 Anna,Rs. 2 Cr,2073 B.S
"Kapan, Kathmandu",12 Feet,2,1,3.0 Anna,Rs. 1.4 Cr,2065 B.S
"Baseni, Chitwan",13 Feet,4,3,0.8 kattha,Rs. 1.2 Cr,2075 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,4.0 Anna,Rs. 2.6 Cr,2076 B.S
"Balaju, Kathmandu",12 Feet,10,6,10.2 Anna,Rs. 11 Cr,2076 B.S
"Gopikrishna Hall, Kathmandu",12-18 Feet,6,4,4.0 Anna,Rs. 2.85 Cr,2076 B.S
"Grande Villa, Kathmandu",16 Feet,4,3,4.3 Anna,Rs. 3.9 Cr,2056 B.S
"Nakhipot, Lalitpur",20 Feet,4,4,2.9 Anna,Rs. 2.9 Cr,2073 B.S
"Lubhu, Lalitpur",13 Feet,4,4,2.5 Anna,Rs. 1.75 Cr,2070 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,2,4.5 Anna,Rs. 3.35 Cr,2074 B.S
"Sirutar, Bhaktapur",10-16 Feet,4,4,3.3 Anna,Rs. 2.65 Cr,2069 B.S
"Panga, Kathmandu",12 Feet,13,4,4.0 Anna,Rs. 2.75 Cr,2073 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,5,6.0 Anna,Rs. 6 Cr,2062 B.S
"Khumaltar, Lalitpur",10-18 Feet,2,1,5.0 Anna,Rs. 2.85 Cr,2074 B.S
"mnagar, Kathmandu",4 Feet,4,2,3 Anna,Rs. 1.3 Cr,2071 B.S
"Thimi, Bhaktapur",36 Feet,5,4,16.0 Anna,Rs. 59 Lac/Anna,2073 B.S
"Greenhill City, Kathmandu",13 Feet,5,2,4.0 Anna,Rs. 2.55 Cr,2070 B.S
"Golfutar, Kathmandu",13 Feet,4,4,5.2 Anna,Rs. 3.9 Cr,2069 B.S
"Budhanilkantha, Kathmandu",12-18 Feet,5,5,5.0 Anna,Rs. 4.25 Cr,2073 B.S
"Birendra Chowk, Kathmandu",14-20 Feet,7,5,5 Anna,Rs. 4 Cr,2070 B.S
"Budhanilkantha, Kathmandu",14 Feet,5,5,7.0 Anna,Rs. 7.5 Cr,2068 B.S
"Khumaltar, Lalitpur",13 Feet,3,4,3.2 Anna,Rs. 3.65 Cr,2060 B.S
"Jawalakhel, Lalitpur",26 Feet,4,3,12.0 Anna,Rs. 11 Cr,2055 B.S
"Jyotinagar, Kathmandu",12-18 Feet,5,4,3 Anna,Rs. 3.88 Cr,2068 B.S
"Thaiba, Lalitpur",20 Feet,4,4,6.0 Anna,Rs. 4.5 Cr,2061 B.S
"Bhaisepati, Lalitpur",13-20 Feet,5,5,6.0 Anna,Rs. 5.95 Cr,2078 B.S
"Bhaisepati, Lalitpur",20 Feet,4,4,3.3 Anna,Rs. 4.1 Cr,2078 B.S
"Gongabu, Kathmandu",13 Feet,20,22,6.2 Anna,Rs. 5.5 Cr,2080 B.S
"Hattigaunda, Kathmandu",12-18 Feet,5,5,7.3 Anna,Rs. 5.9 Cr,2078 B.S
"Hepali Height, Kathmandu",12-18 Feet,6,5,5.0 Anna,Rs. 4.55 Cr,2072 B.S
"Naya Basti, Kathmandu",10 Feet,7,3,3.0 Anna,Rs. 2.05 Cr,2063 B.S
"Gongabu, Kathmandu",10 Feet,8,3,3.1 Anna,Rs. 3.75 Cr,2072 B.S
"Golfutar, Kathmandu",16 Feet,3,3,4.2 Anna,Rs. 4.35 Cr,2073 B.S
"Dhapasi, Kathmandu",13 Feet,5,3,3.3 Anna,Rs. 3.1 Cr,2075 B.S
"Bsthali, Kathmandu",14 Feet,4,4,4.0 Anna,Rs. 3.1 Cr,2078 B.S
"Manjushree Marga, Lalitpur",13 Feet,5,3,4.0 Anna,Rs. 2.75 Cr,2075 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,5,3.0 Anna,Rs. 3.2 Cr,2078 B.S
"Handigaun, Kathmandu",15 Feet,7,5,7.2 Anna,Rs. 5.25 Cr,2078 B.S
"Chakupat, Lalitpur",13 Feet,5,5,6.0 Anna,Rs. 6 Cr,2072 B.S
"Deuba Chowk, Kathmandu",13 Feet,8,12,7.1 Anna,Rs. 7 Cr,2063 B.S
"Satungal, Kathmandu",14 Feet,2,1,4.3 Anna,Rs. 2.15 Cr,2072 B.S
"Hattigaunda, Kathmandu",15 Feet,6,5,6.0 Anna,Rs. 5.75 Cr,2075 B.S
"Naxal, Kathmandu",12 Feet,6,3,10.0 Anna,Rs. 8.2 Cr,2078 B.S
"Bansbari, Kathmandu",13 Feet,6,5,6.2 Anna,Rs. 5.5 Cr,2078 B.S
"Kapan, Kathmandu",12-18 Feet,7,5,3.0 Anna,Rs. 1.95 Cr,2075 B.S
"Mandikhatar, Kathmandu",13 Feet,4,3,3.1 Anna,Rs. 2.85 Cr,2080 B.S
"Bhimsengola, Kathmandu",14 Feet,5,4,21.3 Anna,Rs. 15 Cr,2078 B.S
"Ghattekulo, Kathmandu",13-20 Feet,4,2,3.1 Anna,Rs. 3.5 Cr,2078 B.S
"Ghattekulo, Kathmandu",13-20 Feet,10,4,6.1 Anna,Rs. 6.5 Cr,2074 B.S
"Minbhawan, Kathmandu",13-20 Feet,6,3,3.5 Anna,Rs. 3.5 Cr,2075 B.S
"Hattigaunda, Kathmandu",12-18 Feet,3,3,8.0 Anna,Rs. 6.75 Cr,2074 B.S
"Bhaisepati, Lalitpur",12-18 Feet,4,4,5.1 Anna,Rs. 4.3 Cr,2078 B.S
"Samakhusi, Kathmandu",15 Feet,5,4,3.3 Anna,Rs. 3.05 Cr,2074 B.S
"Bhaisepati, Lalitpur",10-16 Feet,3,3,4.0 Anna,Rs. 4 Cr,2078 B.S
"Budhanilkantha, Kathmandu",15-20 Feet,4,5,10.0 Anna,Rs. 8.2 Cr,2078 B.S
"Budhanilkantha, Kathmandu",13 Feet,4,5,3.2 Anna,Rs. 1.9 Cr,2076 B.S
"Mahankal, Kathmandu",20 Feet,4,3,4.0 Anna,Rs. 3.35 Cr,2076 B.S
"Narayantar, Kathmandu",13 Feet,6,3,3.2 Anna,Rs. 3 Cr,2076 B.S
"Budhanilkantha, Kathmandu",16 Feet,5,4,5.0 Anna,Rs. 4.65 Cr,2071 B.S
"Narayantar, Kathmandu",11 Feet,6,3,3.0 Anna,Rs. 2.4 Cr,2067 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,4,4.0 Anna,Rs. 3.2 Cr,2068 B.S
"Nagdaha, Lalitpur",20 Feet,4,4,3.2 Anna,Rs. 3.3 Cr,2077 B.S
"Sorhakhutte, Kathmandu",12 Feet,9,4,5 Anna,Rs. 4.75 Cr,2078 B.S
"Raniban, Kathmandu",20 Feet,6,4,3.5 Anna,Rs. 2.8 Cr,2054 B.S
"Dhapasi, Kathmandu",12-18 Feet,4,4,6.0 Anna,Rs. 3.75 Cr,2080 B.S
"Budhanilkantha, Kathmandu",12 Feet,6,5,3.2 Anna,Rs. 2.9 Cr,2078 B.S
"Gongabu, Kathmandu",10 Feet,4,2,5.0 Anna,Rs. 3.7 Cr,2078 B.S
"Nakhipot, Lalitpur",13 Feet,5,5,5.2 Anna,Rs. 3.85 Cr,2078 B.S
"Baluwatar, Kathmandu",11-14 Feet,8,7,6.0 Anna,Rs. 7.15 Cr,2074 B.S
"Ganesh Chowk, Kathmandu",15 Feet,6,5,6.1 Anna,Rs. 6.2 Cr,2075 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,5,5.0 Anna,Rs. 4.5 Cr,2078 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,5,4.2 Anna,Rs. 3.75 Cr,2074 B.S
"Nakkhu, Lalitpur",13-20 Feet,6,5,4.2 Anna,Rs. 3.1 Cr,2075 B.S
"Gwarko, Lalitpur",14 Feet,6,5,4.2 Anna,Rs. 3.55 Cr,2074 B.S
"Gothatar, Kathmandu",14 Feet,7,6,7.0 Anna,Rs. 5.6 Cr,2078 B.S
"Kalimati, Kathmandu",13 Feet,5,5,9.2 Anna,Rs. 9.25 Cr,2057 B.S
"Nalinchwok, Bhaktapur",8 Feet,3,3,3.0 Anna,Rs. 1.1 Cr,2074 B.S
"Ganesh Chowk, Kathmandu",12-18 Feet,3,3,8.0 Anna,Rs. 7 Cr,2074 B.S
"Thecho, Lalitpur",13-18 Feet,5,5,9.0 Anna,Rs. 7.95 Cr,2077 B.S
"Samakhushi chowk, Kathmandu",13 Feet,6,5,4.0 Anna,Rs. 3.3 Cr,2074 B.S
"Dhumbarahi, Kathmandu",20 Feet,5,4,6.0 Anna,Rs. 6.5 Cr,2077 B.S
"Kharibot, Kathmandu",13 Feet,6,4,3.0 Anna,Rs. 2.35 Cr,2074 B.S
"Lazimpat, Kathmandu",30 Feet,5,5,13.0 Anna,Rs. 13 Cr,2077 B.S
"Nakkhu, Lalitpur",10 Feet,5,3,4.1 Anna,Rs. 3.6 Cr,2059 B.S
"Imadole, Lalitpur",13 Feet,4,5,3.2 Anna,Rs. 2.25 Cr,2050 B.S
"Imadol, Lalitpur",16 Feet,4,4,3.1 Anna,Rs. 2.5 Cr,2079 B.S
"Tikathali, Lalitpur",13 Feet,6,5,3.0 Anna,Rs. 2.3 Cr,2078 B.S
"Tikathali, Lalitpur",13 Feet,2,2,3.0 Anna,Rs. 1.5 Cr,2074 B.S
"Imadol, Lalitpur",13 Feet,4,4,3.2 Anna,Rs. 3 Cr,2076 B.S
"Hattiban, Lalitpur",22 Feet,4,4,3.2 Anna,Rs. 3.5 Cr,2076 B.S
"Hattiban, Lalitpur",13 Feet,5,2,3.2 Anna,Rs. 2.5 Cr,2077 B.S
"Tikathali, Lalitpur",13 Feet,5,5,2.2 Anna,Rs. 1.95 Cr,2070 B.S
"Imadol, Lalitpur",13 Feet,4,4,4.0 Anna,Rs. 3.75 Cr,2079 B.S
"Tikathali, Lalitpur",13 Feet,4,4,2.2 Anna,Rs. 1.95 Cr,2075 B.S
"Kapan, Kathmandu",13 Feet,6,5,5.1 Anna,Rs. 3.85 Cr,2068 B.S
"Chabahil, Kathmandu",5 Feet,5,2,5.2 Anna,Rs. 2.15 Cr,2076 B.S
"Chapali, Kathmandu",15 Feet,5,5,4.1 Anna,Rs. 3.35 Cr,2076 B.S
"Hattigaunda, Kathmandu",13-18 Feet,4,5,5.2 Anna,Rs. 3.78 Cr,2076 B.S
"Budhanilkantha, Kathmandu",18 Feet,4,4,3.1 Anna,Rs. 2.65 Cr,2076 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,5,6.0 Anna,Rs. 3.7 Cr,2076 B.S
"Lamatar, Lalitpur",13 Feet,2,1,3.0 Anna,Rs. 1.2 Cr,2076 B.S
"Bafal, Kathmandu",13 Feet,4,5,8.3 Anna,Rs. 6 Cr,2075 B.S
"Kadaghari, Kathmandu",10/16 Feet,11,4,4.0 Anna,Rs. 2.9 Cr,2068 B.S
"Budhanilkantha, Kathmandu",15 Feet,4,5,10.0 Anna,Rs. 8.2 Cr,2068 B.S
"Hattiban, Lalitpur",13 Feet,7,5,4.1 Anna,Rs. 3.95 Cr,2070 B.S
"Karyabinayak, Lalitpur",20 Feet,3,4,3.0 Anna,Rs. 3.5 Cr,2078 B.S
"Gwarko, Lalitpur",13 Feet,6,2,2.1 Anna,Rs. 2.5 Cr,2080 B.S
"Mulpani, Kathmandu",12 Feet,6,4,4.0 Anna,Rs. 1.55 Cr,2074 B.S
"Machhapokhari, Kathmandu",20 Feet,12,6,4.5 sq. ft,Rs. 5.5 Cr,2076 B.S
"Sanobharyang, Kathmandu",20 Feet,4,4,4.2 Anna,Rs. 3.95 Cr,2076 B.S
"Bhaisepati, Lalitpur",13 Feet,5,6,6.2 Anna,Rs. 6.25 Cr,2070 B.S
"Shantinagar, Kathmandu",13 Feet,36,17,6.2 Anna,Rs. 5.25 Cr,2050 B.S
"Budhanilkantha, Kathmandu",15 Feet,4,5,10.0 Anna,Rs. 8.2 Cr,2050 B.S
"Kapan, Kathmandu",13 Feet,5,5,3.1 Anna,Rs. 2.4 Cr,2076 B.S
"Deuba Chowk, Kathmandu",13 Feet,8,5,8.0 Anna,Rs. 4.95 Cr,2077 B.S
"Taudaha, Kathmandu",10-16 Feet,5,4,3.0 Anna,Rs. 1.8 Cr,2070 B.S
"Chapali, Kathmandu",15 Feet,5,5,4.1 Anna,Rs. 3.35 Cr,2079 B.S
"Budhanilkantha, Kathmandu",12-13 Feet,6,3,8.2 Anna,Rs. 4.5 Cr,2075 B.S
"Mandikhatar, Kathmandu",12-18 Feet,5,7,11.0 Anna,Rs. 8.75 Cr,2068 B.S
"Mulpani, Kathmandu",10-13 Feet,6,3,3.0 Anna,Rs. 1.95 Cr,2078 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,5,5.0 Anna,Rs. 3.4 Cr,2074 B.S
undefined,15 Feet,4,5,5.0 Anna,Rs. 3.4 Cr,2067 B.S
"Golfutar, Kathmandu",15 Feet,5,5,5.0 Anna,Rs. 4.45 Cr,2050 B.S
"Gurjudhara, Kathmandu",13 Feet,6,6,3.2 Anna,Rs. 2.2 Cr,2078 B.S
"Chunikhel, Kathmandu",13 Feet,6,5,4.1 Anna,Rs. 2.85 Cr,2065 B.S
"Bhaisepati, Lalitpur",13 Feet,5,4,4.0 Anna,Rs. 2.75 Cr,2068 B.S
"Baluwakhani, Kathmandu",13 Feet,2,1,3.2 Anna,Rs. 1.7 Cr,2077 B.S
"Hasantar, Kathmandu",20 Feet,4,4,8.0 Anna,Rs. 4.85 Cr,2078 B.S
"Golfutar, Kathmandu",14 Feet,5,4,6.1 Anna,Rs. 6.5 Cr,2078 B.S
"Bhaisepati, Lalitpur",13 Feet,4,4,4.0 Anna,Rs. 4.95 Cr,2067 B.S
"Jyotinagar, Kathmandu",18 Feet,5,4,5.0 Anna,Rs. 3.5 Cr,2078 B.S
"Balkumari, Lalitpur",12 Feet,8,5,5.2 Anna,Rs. 5.5 Cr,2070 B.S
"Tinth, Kathmandu",4 Feet,4,2,9.0 Anna,Rs. 30 Lac/Anna,2050 B.S
"Baluwakhani, Kathmandu",20 Feet,5,3,3.0 Anna,Rs. 2.45 Cr,2065 B.S
"Goldhunga, Kathmandu",10 Feet,5,3,3.3 Anna,Rs. 1.7 Cr,2050 B.S
"Changathali, Lalitpur",12-16 Feet,4,3,3.0 Anna,Rs. 1.85 Cr,2074 B.S
"Bhaisepati, Lalitpur",16 Feet,4,5,3.0 Anna,Rs. 2.5 Cr,2070 B.S
"Puti, Kavrepalanchok",24 Feet,7,3,3.0 Anna,Rs. 1 Cr,2079 B.S
"Sitapaila, Kathmandu",12 Feet,7,5,4.0 Anna,Rs. 3 Cr,2072 B.S
"Pingalasthan, Kathmandu",20 Feet,7,7,5.0 Anna,Rs. 4.5 Cr,2072 B.S
"Budhanilkantha, Kathmandu",13 Feet,7,5,5.0 Anna,Rs. 4.48 Cr,2069 B.S
"Rudreshwor, Kathmandu",13 Feet,5,5,5.0 Anna,Rs. 3.5 Cr,2069 B.S
"Budhanilkantha, Kathmandu",13 Feet,4,5,9.1 Anna,Rs. 6 Cr,2079 B.S
"Sitapaila, Kathmandu",10-20 Feet,7,3,2.3 Anna,Rs. 2.2 Cr,2079 B.S
"Syuchatar, Kathmandu",20 Feet,7,4,4.1 Anna,Rs. 8.5 Cr,2076 B.S
"Sundar basti, Kathmandu",13 Feet,7,4,3.2 Anna,Rs. 2.49 Cr,2072 B.S
"Nikhileshwor, Kathmandu",16 Feet,5,4,3.1 Anna,Rs. 2.75 Cr,2072 B.S
"Chunikhel, Kathmandu",13 Feet,5,6,4.1 Anna,Rs. 3.15 Cr,2069 B.S
"Tokha, Kathmandu",20 Feet,7,5,4.0 Anna,Rs. 1.9 Cr,2079 B.S
"Grande Hospital, Kathmandu",12-16 Feet,3,4,3.0 Anna,Rs. 2.6 Cr,2070 B.S
"Mandikhatar, Kathmandu",20 Feet,4,5,15.0 Anna,Rs. 14.5 Cr,2069 B.S
"Yetkha, Kathmandu",8-14 Feet,8,5,3.5 Anna,Rs. 2.5 Cr,2079 B.S
"Bafal, Kathmandu",13 Feet,4,4,4.2 Anna,Rs. 2.75 Cr,2076 B.S
"New Buspark, Kathmandu",14-20 Feet,17,10,6.0 Anna,Rs. 11 Cr,2073 B.S
"Suryabinayak, Bhaktapur",12 Feet,5,4,5.2 Anna,Rs. 3.22 Cr,2076 B.S
"Mhaipi, Kathmandu",20 Feet,5,6,4.2 Anna,Rs. 3.5 Cr,2058 B.S
"Ason, Kathmandu",12 Feet,7,5,4.1 Anna,Rs. 17 Cr,2072 B.S
"Vinayak Colony, Lalitpur",20 Feet,4,3,4.3 Anna,Rs. 5.1 Cr,2069 B.S
"Bhaisepati, Lalitpur",20 Feet,4,5,3.2 Anna,Rs. 2.75 Cr,2079 B.S
"Dhapakhel, Lalitpur",27 Feet,4,5,4.0 Anna,Rs. 4 Cr,2079 B.S
"Baluwatar, Kathmandu",20 Feet,12,8,8.0 Anna,Rs. 17 Cr,2076 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,5,6.0 Anna,Rs. 6.1 Cr,2073 B.S
"Jalpa Chowk, Kathmandu",32 Feet,4,9,9.0 Anna,Rs. 16.5 Cr,2076 B.S
"Kadaghari, Kathmandu",13 Feet,5,3,3.0 Anna,Rs. 2.6 Cr,2069 B.S
"Syuchatar, Kathmandu",20 Feet,4,4,4.0 Anna,Rs. 3.9 Cr,2070 B.S
"Bafal, Kathmandu",12-16 Feet,3,6,4.0 Anna,Rs. 2.85 Cr,2072 B.S
"Makalbari, Kathmandu",13 Feet,5,3,3.0 Anna,Rs. 1.95 Cr,2072 B.S
"Dhapakhel, Lalitpur",12 Feet,7,5,5.2 kattha,Rs. 4 Cr,2072 B.S
"Kapan, Kathmandu",13 Feet,6,5,4.2 Anna,Rs. 2.85 Cr,2069 B.S
"Kapan, Kathmandu",12 Feet,6,4,8.2 Anna,Rs. 6.55 Cr,2079 B.S
"Bhaisepati, Lalitpur",13-20 Feet,4,4,3.3 Anna,Rs. 3.2 Cr,2076 B.S
"Siddhartha Colony, Kathmandu",14 Feet,5,5,8.3 Anna,Rs. 12.5 Cr,2076 B.S
"Dhapasi, Kathmandu",16 Feet,7,7,4.1 Anna,Rs. 3.6 Cr,2072 B.S
"Paiyuntar, Kathmandu",10 Feet,7,5,3.1 Anna,Rs. 1.85 Cr,2070 B.S
"Maitidevi, Kathmandu",13 Feet,8,6,14.0 Anna,Rs. 10 Cr,2058 B.S
